date,code,nav,source,change_pct,valid
2026-05-05,006208,219.6,TWSE,0.0,1
2026-05-06,006208,222.0,TWSE,0.010928961748633906,1
2026-05-07,006208,72.8,TWSE,-0.672072072072072,0
2026-05-08,006208,224.3,TWSE,2.081043956043956,0
2026-05-09,006208,224.3,TWSE,0.0,1
2026-05-10,006208,224.3,TWSE,0.0,1
2026-05-11,006208,224.45,TWSE,0.0006687472135531755,1
2026-05-12,006208,224.55,TWSE,0.0004455335263979628,1
2026-05-13,006208,221.2,TWSE,-0.014918726341572134,1
2026-05-14,006208,222.5,TWSE,0.005877034358047068,1
2026-05-16,006208,220.4,TWSE,-0.009438202247190986,1
2026-05-17,006208,220.4,TWSE,0.0,1
2026-05-18,006208,219.4,TWSE,-0.004537205081669692,1
2026-05-19,006208,215.65,TWSE,-0.017092069279854148,1
2026-05-20,006208,214.1,TWSE,-0.007187572455367546,1
2026-05-21,006208,221.55,TWSE,0.03479682391405893,1
2026-05-22,006208,225.05,TWSE,0.01579778830963665,1
2026-05-23,006208,225.05,TWSE,0.0,1
2026-05-24,006208,225.05,TWSE,0.0,1
2026-05-25,006208,233.15,TWSE,0.03599200177738278,1
2026-05-27,006208,237.6,TWSE,0.01908642504825215,1
2026-05-28,006208,233.15,TWSE,-0.018728956228956182,1
2026-05-29,006208,241.25,TWSE,0.03474158267209948,1
2026-05-30,006208,241.25,TWSE,0.0,1
2026-05-31,006208,241.25,TWSE,0.0,1
2026-06-01,006208,243.9,TWSE,0.010984455958549246,1
2026-06-02,006208,244.55,TWSE,0.002665026650266526,1
2026-06-04,006208,245.95,TWSE,0.005724800654262839,1
2026-06-05,006208,241.05,TWSE,-0.019922748526123104,1
2026-06-06,006208,241.05,TWSE,0.0,1
2026-06-07,006208,241.05,TWSE,0.0,1
2026-06-08,006208,233.85,TWSE,-0.029869321717486068,1
2026-06-09,006208,239.55,TWSE,0.02437459910198853,1
2026-06-10,006208,232.05,TWSE,-0.031308703819661866,1
2026-06-11,006208,231.0,TWSE,-0.004524886877828103,1
2026-06-12,006208,236.1,TWSE,0.022077922077922054,1
2026-06-14,006208,236.1,TWSE,0.0,1
2026-06-15,006208,244.1,TWSE,0.03388394747988141,1
2026-06-16,006208,245.35,TWSE,0.005120852109791069,1
2026-06-17,006208,246.3,TWSE,0.0038720195638883926,1
2026-06-18,006208,249.1,TWSE,0.011368250101502162,1
2026-06-19,006208,249.1,TWSE,0.0,1
2026-06-20,006208,249.1,TWSE,0.0,1
2026-06-22,006208,257.45,TWSE,0.033520674427940565,1
2026-06-23,006208,254.35,TWSE,-0.012041173043309358,1
2026-06-24,006208,247.95,TWSE,-0.025162178101041894,1
2026-06-25,006208,248.1,TWSE,0.0006049606775559818,1
2026-06-26,006208,238.7,TWSE,-0.037887948407900066,1
2026-06-27,006208,238.7,TWSE,0.0,1
2026-06-28,006208,238.7,TWSE,0.0,1
2026-06-29,006208,242.75,TWSE,0.016966904063678307,1
2026-07-01,006208,253.65,TWSE,0.044902162718846575,1
2026-07-02,006208,252.3,TWSE,-0.005322294500295661,1
2026-07-03,006208,251.35,TWSE,-0.003765358699960432,1
2026-07-04,006208,251.35,TWSE,0.0,1
2026-07-05,006208,251.35,TWSE,0.0,1
2026-07-06,006208,251.35,TWSE,0.0,1
2026-07-07,006208,246.5,TWSE,-0.019295802665605707,1
2026-07-08,006208,246.15,TWSE,-0.0014198782961460216,1
2026-07-10,006208,245.7,TWSE,-0.0018281535648995207,1
2026-07-11,006208,245.7,TWSE,0.0,1
2026-07-12,006208,245.7,TWSE,0.0,1
2026-07-13,006208,246.75,TWSE,0.00427350427350432,1
2026-07-14,006208,242.8,TWSE,-0.01600810536980745,1
2026-07-15,006208,246.6,TWSE,0.015650741350906026,1
2026-07-16,006208,242.5,TWSE,-0.01662611516626113,1
2026-07-17,006208,227.75,TWSE,-0.060824742268041236,1
2026-07-18,006208,227.75,TWSE,0.0,1
2026-07-19,006208,227.75,TWSE,0.0,1
2026-07-20,006208,226.0,TWSE,-0.007683863885839737,1
2026-07-21,006208,234.55,TWSE,0.0378318584070797,1
2026-07-22,006208,237.4,TWSE,0.012150927307610292,1
